"fs_orleans" "g_faust" "g_iphigenia"
"entschluß" 0 0.00323007849090733 0.0131173345576179
"erbarmen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"erd" 0 0.00646015698181466 0.00655866727880895
"erdensohn" 0 0.00969023547272199 0
"erfahren" 0.00774143603638475 0 0.00655866727880895
"erhebe" 0.00774143603638475 0 0.00655866727880895
"erinnrung" 0 0.00646015698181466 0.00655866727880895
"erlaubnis" 0.00774143603638475 0.00323007849090733 0
"erleuchtet" 0.00387071801819237 0.00646015698181466 0
"erobert" 0.0116121540545771 0 0
"erquickt" 0 0.00646015698181466 0.00655866727880895
"erregen" 0.00774143603638475 0.00323007849090733 0
"erreichen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"erretten" 0.00387071801819237 0 0.0131173345576179
"erschallen" 0.0116121540545771 0 0
"erschlagnen" 0 0 0.0196760018364268
"erstanden" 0 0.00969023547272199 0
"erstes" 0.00387071801819237 0 0.0131173345576179
"ersticken" 0 0.00969023547272199 0
"erz" 0.00774143603638475 0.00323007849090733 0
"erzählt" 0 0.00646015698181466 0.00655866727880895
"erzeugt" 0.00387071801819237 0 0.0131173345576179
"essen" 0 0.00969023547272199 0
"euerm" 0.00387071801819237 0 0.0131173345576179
"fahn" 0.0116121540545771 0 0
"falsch" 0.00387071801819237 0.00646015698181466 0
"feder" 0 0.00969023547272199 0
"feier" 0.00387071801819237 0 0.0131173345576179
"feigen" 0.0116121540545771 0 0
"fein" 0 0.00646015698181466 0.00655866727880895
"feinen" 0 0.00969023547272199 0
"felder" 0.00774143603638475 0.00323007849090733 0
"feste" 0.00774143603638475 0.00323007849090733 0
"festlich" 0.00774143603638475 0.00323007849090733 0
"feuchten" 0 0.00969023547272199 0
"ficht" 0 0.00969023547272199 0
"fläschchen" 0 0.00969023547272199 0
"flechten" 0.0116121540545771 0 0
"flehen" 0.00387071801819237 0.00646015698181466 0
"fliege" 0.00387071801819237 0.00646015698181466 0
"fliegenschnauz" 0 0.00969023547272199 0
"flieget" 0 0.00969023547272199 0
"fließend" 0.00774143603638475 0.00323007849090733 0
"flor" 0 0.00646015698181466 0.00655866727880895
"flügeln" 0.00774143603638475 0.00323007849090733 0
"flur" 0.00774143603638475 0.00323007849090733 0
"fluß" 0.00387071801819237 0.00646015698181466 0
"fodern" 0.00774143603638475 0.00323007849090733 0
"forderst" 0 0.00323007849090733 0.0131173345576179
"fordrung" 0 0 0.0196760018364268
"fortan" 0.00774143603638475 0.00323007849090733 0
"frag" 0.00774143603638475 0.00323007849090733 0
"franke" 0.0116121540545771 0 0
"franzosen" 0.0116121540545771 0 0
"fremdes" 0 0 0.0196760018364268
"freudig" 0.00774143603638475 0.00323007849090733 0
"freuen" 0 0.00969023547272199 0
"freut" 0 0.00323007849090733 0.0131173345576179
"freventlich" 0 0.00969023547272199 0
"frische" 0 0.00646015698181466 0.00655866727880895
"frischem" 0 0.00646015698181466 0.00655866727880895
"frohem" 0.00387071801819237 0 0.0131173345576179
"fröhlich" 0.00387071801819237 0 0.0131173345576179
"frommer" 0.00774143603638475 0 0.00655866727880895
"fügen" 0.00387071801819237 0 0.0131173345576179
"fuhr" 0 0.00646015698181466 0.00655866727880895
"führer" 0.00774143603638475 0 0.00655866727880895
"führst" 0 0.00646015698181466 0.00655866727880895
"furchtbar" 0.00774143603638475 0 0.00655866727880895
"furchtbare" 0.0116121540545771 0 0
"fürchterliche" 0.0116121540545771 0 0
"fürchtest" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"furchtsam" 0 0.00969023547272199 0
"furie" 0.00387071801819237 0 0.0131173345576179
"fürstlich" 0.0116121540545771 0 0
"gaffen" 0 0.00969023547272199 0
"gange" 0 0.00969023547272199 0
"gattin" 0.00774143603638475 0 0.00655866727880895
"gebannt" 0 0.00646015698181466 0.00655866727880895
"gebar" 0.00387071801819237 0.00646015698181466 0
"gebärde" 0 0.00969023547272199 0
"gebärden" 0 0.00969023547272199 0
"gebein" 0.00387071801819237 0.00646015698181466 0
"geduld" 0 0.00646015698181466 0.00655866727880895
"gefecht" 0.0116121540545771 0 0
"gefild" 0.00774143603638475 0.00323007849090733 0
"gefochten" 0.0116121540545771 0 0
"gefolge" 0.0116121540545771 0 0
"gefürchtet" 0.00774143603638475 0 0.00655866727880895
"gegner" 0.0116121540545771 0 0
"gelübde" 0.0116121540545771 0 0
"gemeint" 0 0.00969023547272199 0
"genannt" 0 0 0.0196760018364268
"genommen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"gepriesen" 0 0.00323007849090733 0.0131173345576179
"gerechte" 0.0116121540545771 0 0
"gerechtigkeit" 0.0116121540545771 0 0
"geruch" 0 0.00646015698181466 0.00655866727880895
"ges" 0 0.00646015698181466 0.00655866727880895
"gesänge" 0.00387071801819237 0.00646015698181466 0
"geschlechter" 0.00387071801819237 0 0.0131173345576179
"geschlossen" 0.00387071801819237 0 0.0131173345576179
"geschmeide" 0 0.00969023547272199 0
"geschöpf" 0.00387071801819237 0.00646015698181466 0
"gesellt" 0.00774143603638475 0 0.00655866727880895
"gesichter" 0 0.00646015698181466 0.00655866727880895
"gesiegt" 0.0116121540545771 0 0
"gesprächen" 0 0 0.0196760018364268
"gestanden" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"gesteh" 0 0.00646015698181466 0.00655866727880895
"gestehen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"gestehn" 0 0.00323007849090733 0.0131173345576179
"gesteht" 0.00774143603638475 0.00323007849090733 0
"gesund" 0 0.00646015698181466 0.00655866727880895
"getötet" 0.0116121540545771 0 0
"geträumt" 0.0116121540545771 0 0
"gewaffnet" 0.00774143603638475 0 0.00655866727880895
"gewagt" 0.00774143603638475 0.00323007849090733 0
"gewinn" 0 0.00969023547272199 0
"gewinnt" 0.00387071801819237 0.00646015698181466 0
"gewissen" 0 0.00323007849090733 0.0131173345576179
"gewogen" 0 0.00969023547272199 0
"gewölb" 0.00387071801819237 0.00646015698181466 0
"gewölbe" 0.00387071801819237 0.00646015698181466 0
"geworden" 0 0.00646015698181466 0.00655866727880895
"gezeugt" 0.0116121540545771 0 0
"gilt" 0.0116121540545771 0 0
"glänzend" 0.0116121540545771 0 0
"gleicht" 0 0.00969023547272199 0
"gleiten" 0.00774143603638475 0.00323007849090733 0
"glückes" 0.00387071801819237 0 0.0131173345576179
"goethe" 0 0.00323007849090733 0.0131173345576179
"golde" 0.00387071801819237 0.00646015698181466 0
"gönn" 0 0.00969023547272199 0
"gräber" 0 0.00646015698181466 0.00655866727880895
"gräßlichen" 0.00774143603638475 0 0.00655866727880895
"grau" 0 0.00969023547272199 0
"grausamen" 0 0 0.0196760018364268
"graut" 0 0.00969023547272199 0
"grieche" 0 0 0.0196760018364268
"grill" 0 0.00969023547272199 0
"größe" 0.00774143603638475 0 0.00655866727880895
"größte" 0.0116121540545771 0 0
"grün" 0.00387071801819237 0.00646015698181466 0
"grunde" 0 0 0.0196760018364268
"grüßen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"günst" 0 0 0.0196760018364268
"güte" 0 0 0.0196760018364268
"gütern" 0.00387071801819237 0 0.0131173345576179
"haaren" 0.00387071801819237 0.00646015698181466 0
"halbe" 0 0.00969023547272199 0
"halben" 0 0.00323007849090733 0.0131173345576179
"händedruck" 0.00387071801819237 0.00646015698181466 0
"handeln" 0 0.00323007849090733 0.0131173345576179
"hängen" 0 0.00969023547272199 0
"hans" 0 0.00969023547272199 0
"harnisch" 0.0116121540545771 0 0
"hasse" 0.0116121540545771 0 0
"hatten" 0.00387071801819237 0.00646015698181466 0
"hätten" 0.00774143603638475 0.00323007849090733 0
"hättet" 0.0116121540545771 0 0
"hättst" 0 0.00969023547272199 0
"hauch" 0 0.00323007849090733 0.0131173345576179
"häufen" 0 0.00969023547272199 0
"heere" 0.0116121540545771 0 0
"heide" 0 0.00969023547272199 0
"heim" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"heißem" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"heiter" 0.00774143603638475 0.00323007849090733 0
"heldin" 0.0116121540545771 0 0
"helfen" 0 0.00646015698181466 0.00655866727880895
"helft" 0.00387071801819237 0.00646015698181466 0
"hell" 0.00774143603638475 0.00323007849090733 0
"hellen" 0.00387071801819237 0.00646015698181466 0
"herkunft" 0 0 0.0196760018364268
"hernach" 0.00774143603638475 0.00323007849090733 0
"herrschend" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"herrscher" 0.00387071801819237 0 0.0131173345576179
"heulen" 0 0.00969023547272199 0
"hieß" 0 0.00323007849090733 0.0131173345576179
"hilf" 0.00387071801819237 0.00646015698181466 0
"himmelskönigin" 0.0116121540545771 0 0
"himmlische" 0.00774143603638475 0 0.00655866727880895
"hinan" 0 0.00969023547272199 0
"höchst" 0.00387071801819237 0.00646015698181466 0
"hof" 0.00387071801819237 0.00646015698181466 0
"hofleute" 0.0116121540545771 0 0
"höflichkeit" 0 0.00969023547272199 0
"höher" 0.00387071801819237 0.00646015698181466 0
"hold" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"holen" 0.0116121540545771 0 0
"höllischen" 0.00387071801819237 0.00646015698181466 0
"horch" 0.0116121540545771 0 0
"hübsch" 0 0.00969023547272199 0
"huld" 0.00774143603638475 0.00323007849090733 0
"hülflos" 0.00774143603638475 0 0.00655866727880895
"hütten" 0.00774143603638475 0.00323007849090733 0
"immerfort" 0 0.00969023547272199 0
"inhalt" 0.00774143603638475 0.00323007849090733 0
"innern" 0 0.00646015698181466 0.00655866727880895
"insel" 0 0 0.0196760018364268
"instrumenten" 0.00387071801819237 0.00646015698181466 0
"irr" 0.00387071801819237 0.00646015698181466 0
"irren" 0 0.00969023547272199 0
"irrt" 0 0.00646015698181466 0.00655866727880895
"jagen" 0.00387071801819237 0 0.0131173345576179
"jenseits" 0.00774143603638475 0 0.00655866727880895
"johann" 0 0.00323007849090733 0.0131173345576179
"jovis" 0 0 0.0196760018364268
"junges" 0 0.00969023547272199 0
"jüngst" 0.00774143603638475 0.00323007849090733 0
"kammer" 0 0.00969023547272199 0
"kampfe" 0.00774143603638475 0 0.00655866727880895
"kämpfe" 0.0116121540545771 0 0
"keller" 0 0.00969023547272199 0
"keusche" 0.00774143603638475 0.00323007849090733 0
"kindisch" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"klage" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"klauen" 0 0.00646015698181466 0.00655866727880895
"knicken" 0 0.00969023547272199 0
"kniet" 0.0116121540545771 0 0
"kochen" 0 0.00969023547272199 0
"königen" 0.0116121540545771 0 0
"königes" 0 0 0.0196760018364268
"königliches" 0.0116121540545771 0 0
"königreich" 0.00774143603638475 0.00323007849090733 0
"könnten" 0.00387071801819237 0.00646015698181466 0
"körper" 0.00387071801819237 0.00646015698181466 0
"körpern" 0 0.00969023547272199 0
"kreuz" 0.00387071801819237 0.00646015698181466 0
"kriege" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"krieger" 0.0116121540545771 0 0
"krieges" 0.00774143603638475 0 0.00655866727880895
"küche" 0 0.00969023547272199 0
"kund" 0.00387071801819237 0.00646015698181466 0
"künstlich" 0 0.00323007849090733 0.0131173345576179
"kurzen" 0.00774143603638475 0 0.00655866727880895
"landmann" 0.0116121540545771 0 0
"länge" 0 0.00969023547272199 0
"lauern" 0 0.00646015698181466 0.00655866727880895
"lauscht" 0 0.00646015698181466 0.00655866727880895
"lebhaft" 0.0116121540545771 0 0
"leer" 0.00774143603638475 0.00323007849090733 0
"lege" 0 0.00646015698181466 0.00655866727880895
"lehren" 0 0.00969023547272199 0
"lehret" 0 0.00969023547272199 0
"lehrte" 0.00774143603638475 0 0.00655866727880895
"leide" 0.00387071801819237 0.00646015698181466 0
"leidenschaften" 0.00387071801819237 0.00646015698181466 0
"leipzig" 0 0.00969023547272199 0
"lethe" 0.00387071801819237 0 0.0131173345576179
"lichte" 0 0.00323007849090733 0.0131173345576179
"liebchens" 0 0.00969023547272199 0
"liebenden" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"lieblich" 0 0.00646015698181466 0.00655866727880895
"liebst" 0.00774143603638475 0 0.00655866727880895
"liebte" 0 0.00646015698181466 0.00655866727880895
"lilien" 0.0116121540545771 0 0
"linde" 0 0.00969023547272199 0
"lobt" 0 0.00969023547272199 0
"loos" 0 0 0.0196760018364268
"löse" 0.00387071801819237 0 0.0131173345576179
"löset" 0 0 0.0196760018364268
"lüften" 0.0116121540545771 0 0
"lüge" 0.00774143603638475 0 0.00655866727880895
"lügen" 0.00387071801819237 0.00646015698181466 0
"lügner" 0 0.00969023547272199 0
"mächtgen" 0.0116121540545771 0 0
"mächtigen" 0.00387071801819237 0 0.0131173345576179
"madame" 0.0116121540545771 0 0
"magister" 0 0.00969023547272199 0
"mammon" 0 0.00969023547272199 0
"mangel" 0.00774143603638475 0.00323007849090733 0
"markt" 0.00774143603638475 0.00323007849090733 0
"maß" 0 0.00646015698181466 0.00655866727880895
"medizin" 0 0.00969023547272199 0
"meisten" 0.00387071801819237 0.00646015698181466 0
"meisters" 0.00387071801819237 0.00646015698181466 0
"merkt" 0 0.00646015698181466 0.00655866727880895
"messen" 0.00774143603638475 0.00323007849090733 0
"messer" 0 0.00646015698181466 0.00655866727880895
"minne" 0.0116121540545771 0 0
"mischen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"miß" 0.00387071801819237 0.00646015698181466 0
"mitte" 0.00774143603638475 0.00323007849090733 0
"mitternacht" 0 0.00969023547272199 0
"möchten" 0 0.00646015698181466 0.00655866727880895
"mückennas" 0 0.00969023547272199 0
"mühe" 0 0.00323007849090733 0.0131173345576179
"mühen" 0 0.00969023547272199 0
"muhme" 0 0.00969023547272199 0
"müßte" 0.00387071801819237 0.00646015698181466 0
"mußtest" 0.00774143603638475 0.00323007849090733 0
"mycen" 0 0 0.0196760018364268
"nachher" 0 0.00969023547272199 0
"nacken" 0.00387071801819237 0.00646015698181466 0
"nährt" 0.00387071801819237 0 0.0131173345576179
"nahrung" 0.00387071801819237 0.00646015698181466 0
"name" 0.00774143603638475 0.00323007849090733 0
"nehme" 0 0.00646015698181466 0.00655866727880895
"neige" 0 0.00969023547272199 0
"niedre" 0.0116121540545771 0 0
"nützen" 0 0.00969023547272199 0
"oberon" 0 0.00969023547272199 0
"ofen" 0 0.00969023547272199 0
"öffnen" 0.00387071801819237 0.00646015698181466 0
"ohnmächtig" 0.0116121540545771 0 0
"orchester" 0.00387071801819237 0.00646015698181466 0
"orgel" 0.00387071801819237 0.00646015698181466 0
"papier" 0 0.00969023547272199 0
"paßt" 0 0.00969023547272199 0
"pergament" 0 0.00969023547272199 0
"personen" 0.00774143603638475 0 0.00655866727880895
"pfaden" 0.00387071801819237 0.00646015698181466 0
"pfaffen" 0 0.00969023547272199 0
"pfarrer" 0 0.00969023547272199 0
"pfeil" 0.00774143603638475 0 0.00655866727880895
"pferde" 0.00387071801819237 0.00646015698181466 0
"pferdefuß" 0 0.00969023547272199 0
"pferden" 0 0.00323007849090733 0.0131173345576179
"pflegt" 0 0.00323007849090733 0.0131173345576179
"pflichten" 0.00774143603638475 0.00323007849090733 0
"pforten" 0.00774143603638475 0.00323007849090733 0
"pfropfen" 0 0.00969023547272199 0
"pfui" 0 0.00969023547272199 0
"philipp" 0.0116121540545771 0 0
"plage" 0.00387071801819237 0.00646015698181466 0
"plagt" 0 0.00969023547272199 0
"platze" 0 0.00969023547272199 0
"plötzlich" 0.0116121540545771 0 0
"plumpe" 0 0.00969023547272199 0
"pöbel" 0.00387071801819237 0.00646015698181466 0
"poeten" 0 0.00969023547272199 0
"pracht" 0.00387071801819237 0.00646015698181466 0
"priester" 0 0.00323007849090733 0.0131173345576179
"proktophantasmist" 0 0.00969023547272199 0
"pult" 0 0.00969023547272199 0
"punkte" 0.00774143603638475 0.00323007849090733 0
"qual" 0 0.00969023547272199 0
"quell" 0 0.00969023547272199 0
"quellen" 0.00387071801819237 0.00646015698181466 0
"quillt" 0 0.00969023547272199 0
"rad" 0 0.00323007849090733 0.0131173345576179
"rand" 0.00387071801819237 0.00646015698181466 0
"rasche" 0.00387071801819237 0 0.0131173345576179
"rasen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"rasenden" 0.00774143603638475 0.00323007849090733 0
"rätsel" 0.00387071801819237 0.00646015698181466 0
"rauhen" 0 0 0.0196760018364268
"räumen" 0.00774143603638475 0.00323007849090733 0
"rauschen" 0.00387071801819237 0.00646015698181466 0
"rechter" 0.00387071801819237 0.00646015698181466 0
"redlich" 0.00774143603638475 0 0.00655866727880895
"reichs" 0.0116121540545771 0 0
"reihen" 0 0.00969023547272199 0
"remi" 0.0116121540545771 0 0
"rettete" 0 0 0.0196760018364268
"richten" 0 0 0.0196760018364268
"ringsum" 0.00387071801819237 0.00646015698181466 0
"ringt" 0.0116121540545771 0 0
"rittern" 0.0116121540545771 0 0
"rollt" 0.00774143603638475 0.00323007849090733 0
"rotes" 0 0.00969023547272199 0
"ruhms" 0.00774143603638475 0.00323007849090733 0
"rührung" 0.0116121540545771 0 0
"sagts" 0.0116121540545771 0 0
"sammelt" 0 0.00969023547272199 0
"sankt" 0.00774143603638475 0.00323007849090733 0
"satan" 0.00387071801819237 0.00646015698181466 0
"säulen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"schafe" 0.0116121540545771 0 0
"schäfer" 0.00774143603638475 0.00323007849090733 0
"schäferin" 0.0116121540545771 0 0
"schämen" 0.00774143603638475 0.00323007849090733 0
"schändlich" 0 0.00646015698181466 0.00655866727880895
"schatze" 0.00387071801819237 0.00646015698181466 0
"schätzt" 0 0.00323007849090733 0.0131173345576179
"schaun" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"scheide" 0.00774143603638475 0 0.00655866727880895
"schen" 0 0.00323007849090733 0.0131173345576179
"scherzen" 0 0.00969023547272199 0
"schickung" 0.0116121540545771 0 0
"schier" 0 0.00969023547272199 0
"schiffe" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"schlachtfeld" 0.0116121540545771 0 0
"schläfe" 0 0.00323007849090733 0.0131173345576179
"schläft" 0.00387071801819237 0.00646015698181466 0
"schleier" 0 0.00323007849090733 0.0131173345576179
"schlimmer" 0.00387071801819237 0.00646015698181466 0
"schmeichelnd" 0 0.00323007849090733 0.0131173345576179
"schneider" 0 0.00969023547272199 0
"schneller" 0.00387071801819237 0 0.0131173345576179
"schont" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"schranken" 0.00774143603638475 0.00323007849090733 0
"schreckens" 0.00774143603638475 0 0.00655866727880895
"schreckt" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"schreiten" 0 0.00323007849090733 0.0131173345576179
"schuf" 0.00387071801819237 0.00646015698181466 0
"schuldig" 0.00774143603638475 0 0.00655866727880895
"schultern" 0 0.00323007849090733 0.0131173345576179
"schüttelt" 0.00774143603638475 0 0.00655866727880895
"schwarze" 0.00774143603638475 0.00323007849090733 0
"schweigst" 0.00774143603638475 0 0.00655866727880895
"schweiß" 0.00387071801819237 0.00646015698181466 0
"schweres" 0.0116121540545771 0 0
"schwerter" 0.0116121540545771 0 0
"schwerts" 0.00774143603638475 0 0.00655866727880895
"schwillt" 0.00387071801819237 0.00646015698181466 0
"schwindet" 0 0.00969023547272199 0
"schwitzen" 0 0.00969023547272199 0
"schwör" 0 0.00969023547272199 0
"see" 0 0 0.0196760018364268
"seen" 0 0.00969023547272199 0
"segel" 0 0.00323007849090733 0.0131173345576179
"seiten" 0.00774143603638475 0 0.00655866727880895
"send" 0.00774143603638475 0 0.00655866727880895
"setz" 0 0.00969023547272199 0
"sichert" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"siege" 0.00774143603638475 0 0.00655866727880895
"siegel" 0.00774143603638475 0 0.00655866727880895
"siegend" 0.0116121540545771 0 0
"sieger" 0.0116121540545771 0 0
"siegreich" 0.0116121540545771 0 0
"siehest" 0.00774143603638475 0 0.00655866727880895
"solchem" 0.00774143603638475 0.00323007849090733 0
"solltest" 0.00774143603638475 0 0.00655866727880895
"sonn" 0 0.00646015698181466 0.00655866727880895
"sphären" 0 0.00969023547272199 0
"sprache" 0.00774143603638475 0.00323007849090733 0
"springen" 0 0.00969023547272199 0
"sprudelnd" 0 0.00323007849090733 0.0131173345576179
"spüren" 0.00387071801819237 0.00646015698181466 0
"spürt" 0 0.00969023547272199 0
"stämme" 0 0.00323007849090733 0.0131173345576179
"stärke" 0.00387071801819237 0.00646015698181466 0
"starr" 0.0116121540545771 0 0
"starrem" 0.0116121540545771 0 0
"sterblich" 0.0116121540545771 0 0
"sterblichen" 0 0.00646015698181466 0.00655866727880895
"sternen" 0.00774143603638475 0 0.00655866727880895
"sticht" 0 0.00969023547272199 0
"stiften" 0.0116121540545771 0 0
"strafe" 0.00774143603638475 0 0.00655866727880895
"streich" 0.0116121540545771 0 0
"stücken" 0.00387071801819237 0.00646015698181466 0
"stufen" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"sturme" 0.00774143603638475 0 0.00655866727880895
"suche" 0.00387071801819237 0.00646015698181466 0
"süß" 0 0.00969023547272199 0
"täglich" 0 0.00969023547272199 0
"tanze" 0 0.00969023547272199 0
"tanzt" 0 0.00969023547272199 0
"tapferkeit" 0.00774143603638475 0.00323007849090733 0
"tatst" 0.0116121540545771 0 0
"teile" 0.00774143603638475 0.00323007849090733 0
"teilt" 0.00774143603638475 0.00323007849090733 0
"theater" 0 0.00969023547272199 0
"thronen" 0.00774143603638475 0.00323007849090733 0
"tiefes" 0.00774143603638475 0.00323007849090733 0
"titanen" 0 0 0.0196760018364268
"toll" 0 0.00969023547272199 0
"topp" 0 0.00969023547272199 0
"töte" 0.0116121540545771 0 0
"tötet" 0.00774143603638475 0.00323007849090733 0
"tragödie" 0.00387071801819237 0.00646015698181466 0
"tränken" 0 0.00969023547272199 0
"trat" 0.0116121540545771 0 0
"trauen" 0.00387071801819237 0.00646015698181466 0
"trennen" 0.00774143603638475 0.00323007849090733 0
"trennte" 0 0 0.0196760018364268
"trübe" 0 0.00969023547272199 0
"trüben" 0 0.00646015698181466 0.00655866727880895
"trüber" 0 0.00969023547272199 0
"trugen" 0.0116121540545771 0 0
"trüglich" 0.0116121540545771 0 0
"tückisch" 0 0.00323007849090733 0.0131173345576179
"überlaß" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"überlassen" 0 0.00323007849090733 0.0131173345576179
"überrascht" 0.0116121540545771 0 0
"übrigen" 0.00387071801819237 0.00646015698181466 0
"ufers" 0 0 0.0196760018364268
"umfassen" 0.00387071801819237 0.00646015698181466 0
"umgab" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"umgebracht" 0 0.00969023547272199 0
"unbegreiflich" 0 0.00969023547272199 0
"ungefähr" 0 0.00969023547272199 0
"ungern" 0 0.00323007849090733 0.0131173345576179
"unglücklich" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"unglückliche" 0.0116121540545771 0 0
"unnütz" 0.00387071801819237 0 0.0131173345576179
"unsinn" 0.00387071801819237 0.00646015698181466 0
"unsres" 0 0.00969023547272199 0
"untergehn" 0.00774143603638475 0 0.00655866727880895
"unterscheiden" 0.00774143603638475 0.00323007849090733 0
"väterlichen" 0.00387071801819237 0 0.0131173345576179
"verbarg" 0 0 0.0196760018364268
"verbinden" 0 0.00646015698181466 0.00655866727880895
"verbirg" 0 0.00323007849090733 0.0131173345576179
"verborgnen" 0.00774143603638475 0.00323007849090733 0
"verbunden" 0 0.00323007849090733 0.0131173345576179
"verderblich" 0.0116121540545771 0 0
"verdrießen" 0 0.00969023547272199 0
"verdruß" 0 0.00646015698181466 0.00655866727880895
"verehrt" 0.00387071801819237 0 0.0131173345576179
"vereint" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"verfluchtes" 0 0.00969023547272199 0
"vergangne" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"vergaß" 0.00387071801819237 0 0.0131173345576179
"vergoß" 0.00387071801819237 0 0.0131173345576179
"verhüllt" 0.00774143603638475 0 0.00655866727880895
"verkauft" 0.00774143603638475 0 0.00655866727880895
"verkünden" 0.0116121540545771 0 0
"verlangte" 0 0.00323007849090733 0.0131173345576179
"verlegen" 0 0.00646015698181466 0.00655866727880895
"verlorne" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"vermehrt" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"vernahm" 0 0 0.0196760018364268
"verpfändet" 0.0116121540545771 0 0
"verrath" 0 0 0.0196760018364268
"verrathen" 0 0 0.0196760018364268
"versammelt" 0.00774143603638475 0 0.00655866727880895
"verschließen" 0.00774143603638475 0.00323007849090733 0
"verschwinden" 0.00387071801819237 0.00646015698181466 0
"versetzte" 0.00774143603638475 0.00323007849090733 0
"versinkt" 0.00774143603638475 0 0.00655866727880895
"versprach" 0 0.00646015698181466 0.00655866727880895
"versprechen" 0 0.00323007849090733 0.0131173345576179
"verstand" 0 0.00969023547272199 0
"verstehn" 0 0.00969023547272199 0
"verstehst" 0.00387071801819237 0.00646015698181466 0
"versuch" 0.00387071801819237 0.00646015698181466 0
"verteidige" 0.0116121540545771 0 0
"vertraulich" 0 0.00323007849090733 0.0131173345576179
"verwahrt" 0.00387071801819237 0 0.0131173345576179
"verwegnen" 0 0.00323007849090733 0.0131173345576179
"verwirrung" 0.0116121540545771 0 0
"verzweifelnd" 0.00774143603638475 0.00323007849090733 0
"vier" 0.00387071801819237 0.00646015698181466 0
"vollem" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"voller" 0 0.00969023547272199 0
"vorige" 0.0116121540545771 0 0
"vorsatz" 0 0 0.0196760018364268
"vorsicht" 0.00387071801819237 0 0.0131173345576179
"vorwelt" 0 0.00646015698181466 0.00655866727880895
"wachs" 0.00387071801819237 0.00646015698181466 0
"wacht" 0 0.00969023547272199 0
"wähle" 0.00774143603638475 0.00323007849090733 0
"wahre" 0.00774143603638475 0.00323007849090733 0
"wahren" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"während" 0.0116121540545771 0 0
"wallend" 0.00774143603638475 0 0.00655866727880895
"waltet" 0.00774143603638475 0 0.00655866727880895
"wandern" 0 0.00646015698181466 0.00655866727880895
"wangen" 0.00774143603638475 0.00323007849090733 0
"wappen" 0.00774143603638475 0.00323007849090733 0
"warmen" 0.00387071801819237 0.00646015698181466 0
"warte" 0.00774143603638475 0.00323007849090733 0
"webt" 0 0.00969023547272199 0
"wedel" 0 0.00969023547272199 0
"weiblich" 0.0116121540545771 0 0
"weich" 0.00774143603638475 0.00323007849090733 0
"weidet" 0.00387071801819237 0.00646015698181466 0
"weihen" 0 0.00646015698181466 0.00655866727880895
"weint" 0.00774143603638475 0.00323007849090733 0
"weiße" 0.0116121540545771 0 0
"weitem" 0 0.00646015698181466 0.00655866727880895
"welches" 0.00774143603638475 0.00323007849090733 0
"weniger" 0 0.00646015698181466 0.00655866727880895
"werben" 0 0.00323007849090733 0.0131173345576179
"werft" 0.0116121540545771 0 0
"werth" 0 0 0.0196760018364268
"widerstehn" 0.0116121540545771 0 0
"widersteht" 0.00774143603638475 0.00323007849090733 0
"wiederholt" 0.00387071801819237 0.00646015698181466 0
"wiederkehren" 0.0116121540545771 0 0
"wiege" 0.00387071801819237 0.00646015698181466 0
"willig" 0 0.00323007849090733 0.0131173345576179
"windet" 0.00774143603638475 0.00323007849090733 0
"winkel" 0.00387071801819237 0.00323007849090733 0.00655866727880895
"wirf" 0.0116121540545771 0 0
"wirken" 0.00387071801819237 0.00646015698181466 0
"wirt" 0 0.00969023547272199 0
"witz" 0.00387071801819237 0.00646015698181466 0
"wolfgang" 0 0.00323007849090733 0.0131173345576179
